feature,mapped_feature,n_models,consensus_score,mean_importance,pct_models
Feature_63,Protein_STAT1; Protein_FYN; Pathway_R-HSA-1295596,6,1.4247321701867157,0.5399975262753921,54.54545454545455
Feature_207,Feature_207,2,1.3333333333333333,1.0,18.181818181818183
Feature_93,Protein_SPSB1; Protein_RNF4; Protein_STXBP3,5,1.317979797979798,0.46209713540216857,45.45454545454545
Feature_4,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,3,1.2101010101010101,0.7601278473122424,27.272727272727273
Feature_73,Protein_KRAS; Protein_GRB2; Protein_SHC1,7,1.1480789952099355,0.30613678418661067,63.63636363636363
Feature_107,Feature_107,4,1.0191919191919192,0.6161030273115369,36.36363636363637
Feature_177,Feature_177,4,1.0016939582156974,0.32278839470006127,36.36363636363637
Feature_86,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,5,0.9048056320783595,0.3375153730775132,45.45454545454545
Feature_26,Protein_KRAS; Protein_GRB2; Protein_MAPK1,7,0.8170616074359389,0.3186452375200583,63.63636363636363
Feature_78,Protein_KRAS; Protein_GRB2; Protein_SHC1,8,0.6372153372153373,0.1976884396609836,72.72727272727273
Feature_128,Feature_128,4,0.5983405483405484,0.43992662730319576,36.36363636363637
Feature_161,Feature_161,2,0.5966562173458726,0.5235102769658025,18.181818181818183
Feature_145,Feature_145,3,0.5725108225108225,0.5058342764371769,27.272727272727273
Feature_20,Protein_MAPK1; Protein_RPA2; Protein_KRAS,5,0.5705627705627706,0.39201387863030634,45.45454545454545
Feature_95,Protein_KRAS; Protein_GRB2; Protein_MYC,4,0.5685224336387127,0.3789224393163565,36.36363636363637
Feature_59,Protein_KRAS; Protein_GRB2; Protein_SHC1,4,0.49963493296826633,0.19885299359947273,36.36363636363637
Feature_44,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,7,0.4499937570336052,0.16139956859592403,63.63636363636363
Feature_12,Protein_KRAS; Protein_GRB2; Protein_RNF4,5,0.4103217044393515,0.259206633657299,45.45454545454545
Feature_8,Protein_KRAS; Protein_MYC; Protein_MAPK1,8,0.40763024853933943,0.1713679489167428,72.72727272727273
Feature_159,Feature_159,1,0.3939393939393939,0.744154329487191,9.090909090909092
Feature_33,Protein_KRAS; Protein_GRB2; Protein_SHC1,7,0.3896525743164399,0.16276126083805573,63.63636363636363
Feature_108,Feature_108,2,0.3452708907254362,0.41017746298892777,18.181818181818183
Feature_228,Feature_228,2,0.3333333333333333,0.5522826478440276,18.181818181818183
Feature_149,Feature_149,2,0.33116883116883117,0.49556734502531974,18.181818181818183
Feature_54,Protein_KRAS; Protein_GRB2; Protein_MAPK1,4,0.330988455988456,0.28944245181683426,36.36363636363637
Feature_92,Protein_KRAS; Protein_GRB2; Protein_FYN,4,0.31465302374393284,0.22870236147030226,36.36363636363637
Feature_31,Protein_KRAS; Protein_ITM2B; Protein_BARD1,2,0.29393939393939394,0.5369745012765823,18.181818181818183
Feature_77,Protein_KRAS; Protein_GRB2; Protein_SHC1,7,0.29239922444256805,0.12828570079258975,63.63636363636363
Feature_38,Protein_KRAS; Protein_MYC; Protein_RNF4,5,0.2900978841329231,0.2352298536401857,45.45454545454545
Feature_6,Protein_KRAS; Protein_GRB2; Protein_FYN,5,0.27869007535674206,0.2250503067004344,45.45454545454545
Feature_56,Protein_KRAS; Protein_GRB2; Protein_FYN,5,0.2691623146168601,0.20546570865252445,45.45454545454545
Feature_282,Feature_282,1,0.2626262626262626,0.6542212627860986,9.090909090909092
Feature_57,Protein_KRAS; Protein_GRB2; Protein_FYN,7,0.2568078298513081,0.12440040400863066,63.63636363636363
Feature_25,Protein_KRAS; Protein_MYC; Protein_MAPK1,6,0.25436795491143316,0.11757553229122031,54.54545454545455
Feature_245,Feature_245,2,0.24747474747474746,0.5589033463443712,18.181818181818183
Feature_41,Protein_RANBP9; Protein_KRAS; Protein_ITM2B,3,0.2373737373737374,0.21843567923361842,27.272727272727273
Feature_28,Protein_KRAS; Protein_GRB2; Protein_RNF4,4,0.23110469777136444,0.240843967396433,36.36363636363637
Feature_151,Feature_151,1,0.2196969696969697,0.5746143570004923,9.090909090909092
Feature_90,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,4,0.21841822480120354,0.1897475292332403,36.36363636363637
Feature_55,Protein_GRB2; Protein_KRAS; Protein_SHC1,6,0.2169225044045704,0.11076870597296053,54.54545454545455
Feature_67,Protein_KRAS; Protein_PIK3R1; Protein_STAT1,4,0.20871985157699444,0.126520168557009,36.36363636363637
Feature_23,Protein_GRB2; Protein_KRAS; Protein_MAPK1,2,0.19886363636363638,0.30464785269196293,18.181818181818183
Feature_167,Feature_167,2,0.1920995670995671,0.26569160906037315,18.181818181818183
Feature_130,Feature_130,3,0.1911233547597184,0.24864499622150585,27.272727272727273
Feature_126,Feature_126,3,0.18775396990499965,0.264505655456501,27.272727272727273
Feature_105,Feature_105,3,0.18592518592518592,0.2628742723514877,27.272727272727273
Feature_87,Protein_KRAS; Protein_GRB2; Protein_FYN,4,0.18541815907669565,0.18818299702448396,36.36363636363637
Feature_142,Feature_142,3,0.1822276822276822,0.21920894684501094,27.272727272727273
Feature_22,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,4,0.1796662865211252,0.2354762959433027,36.36363636363637
Feature_68,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,6,0.17763629013629018,0.09240674813970638,54.54545454545455
Feature_91,Protein_KRAS; Protein_MYC; Protein_NRG1,4,0.17163565829573735,0.15187557645907362,36.36363636363637
Feature_173,Feature_173,3,0.17129186602870813,0.3354230780419969,27.272727272727273
Feature_14,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,3,0.1689164370982553,0.22546619205020701,27.272727272727273
Feature_5,Protein_GRB2; Protein_STAT1; Protein_CTNNB1,4,0.16504809915928653,0.09751946576151024,36.36363636363637
Feature_10,Protein_KRAS; Protein_PIK3R1; Protein_CTNNB1,2,0.15845959595959597,0.2777835069455942,18.181818181818183
Feature_251,Feature_251,1,0.1575757575757576,0.5382091869846848,9.090909090909092
Feature_208,Feature_208,3,0.1562950937950938,0.17364609853305568,27.272727272727273
Feature_83,Protein_NXF1; Protein_FYN; Protein_SHC1,3,0.1536690433749257,0.2098907669655952,27.272727272727273
Feature_182,Feature_182,3,0.15224602237589252,0.2433282458545085,27.272727272727273
Feature_141,Feature_141,4,0.1519246519246519,0.21680467064037726,36.36363636363637
Feature_17,Protein_KRAS; Protein_GRB2; Protein_FYN,6,0.15073972744427291,0.06130682423559742,54.54545454545455
Feature_94,Protein_KRAS; Protein_GRB2; Protein_FYN,4,0.14642529187983733,0.10782101442428653,36.36363636363637
Feature_9,Protein_MYC; Protein_RNF4; Protein_SHC1,4,0.1434228650137741,0.07095490947575353,36.36363636363637
Feature_74,Protein_GRB2; Protein_PIK3R1; Protein_CTNNB1,5,0.13968543340201095,0.06483319396858804,45.45454545454545
Feature_62,Protein_KRAS; Protein_RNF4; Protein_MYC,4,0.13552238823977955,0.12755474084129564,36.36363636363637
Feature_16,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,5,0.13153605653605654,0.09264105469439946,45.45454545454545
Feature_47,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,5,0.12934176934176936,0.11126632396786248,45.45454545454545
Feature_76,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,4,0.12765710417948128,0.11281895962138272,36.36363636363637
Feature_81,Protein_KRAS; Protein_GRB2; Protein_SHC1,2,0.12474747474747475,0.3258657558004304,18.181818181818183
Feature_80,Protein_KRAS; Protein_GRB2; Protein_CTNNB1,4,0.1239801864801865,0.09659566522417427,36.36363636363637
Feature_53,Protein_GABPA; Protein_ITM2B; Protein_SPSB1,3,0.12291488492861491,0.1544020903632838,27.272727272727273
Feature_131,Feature_131,2,0.12265512265512266,0.2858605117034377,18.181818181818183
Feature_48,Protein_MYC; Protein_SHC1; Protein_RNF4,4,0.12134175984443364,0.08947365566179555,36.36363636363637
Feature_147,Feature_147,3,0.11938555515630614,0.15279579528569762,27.272727272727273
Feature_125,Feature_125,4,0.11698353669140484,0.167454210868535,36.36363636363637
Feature_30,Protein_GRB2; Protein_PIK3R1; Protein_CTNNB1,2,0.11652236652236653,0.121391078276218,18.181818181818183
Feature_61,Protein_GRB2; Protein_PIK3R1; Protein_CTNNB1,5,0.11453389199514041,0.09738376379721225,45.45454545454545
Feature_71,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,4,0.11314253647586982,0.05023008264286421,36.36363636363637
Feature_13,Protein_KRAS; Protein_GRB2; Protein_MYC,4,0.11200794095530937,0.07924637311978008,36.36363636363637
Feature_1,Protein_KRAS; Protein_GRB2; Protein_FYN,3,0.11099725326364425,0.06729275836225697,27.272727272727273
Feature_96,Protein_GRB2; Protein_KRAS; Protein_SHC1,5,0.10903679653679654,0.11534601825017163,45.45454545454545
Feature_32,Protein_KRAS; Protein_GRB2; Protein_CTNNB1,3,0.10556799522316765,0.09314177985812111,27.272727272727273
Feature_0,Protein_KRAS; Protein_MYC; Protein_GRB2,3,0.1023869148869149,0.08627697106778591,27.272727272727273
Feature_187,Feature_187,4,0.10094915977268919,0.13580871716083814,36.36363636363637
Feature_82,Protein_KRAS; Protein_FYN; Protein_MYC,5,0.09682086037382848,0.06554159889409844,45.45454545454545
Feature_99,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,3,0.09647495361781076,0.09381079504614316,27.272727272727273
